event,event_key
درگذشت میلتون فریدمن اقتصاددان آمریکایی، برنده جایزه نوبل اقتصاد سال ۱۹۷۶,درگذشت میلتون فریدمن اقتصاددان آمریکایی، برنده جایزه نوبل اقتصاد سال ۱۹۷۶
اختراع «موشواره» برای رایانه توسط دکتر داگلاس انگلبارت.,اختراع «موشواره» برای رایانه توسط دکتر داگلاس انگلبارت.
زادروز مارتین اسکورسیزی ، کارگردان، فیلمنامه‌نویس، تهیه کننده، بازیگر و تاریخدان ایتالیایی-آمریکایی فیلم و سینما، برندهٔ جایزه اسکار,زادروز مارتین اسکورسیزی ، کارگردان، فیلمنامه‌نویس، تهیه کننده، بازیگر و تاریخدان ایتالیایی-آمریکایی فیلم و سینما، برندهٔ جایزه اسکار
روز جهانی فلسفه,روز جهانی فلسفه
درگذشت والتر نرنست شیمیدان آلمانی، برندهٔ جایزه نوبل شیمی سال ۱۹۲۰,درگذشت والتر نرنست شیمیدان آلمانی، برندهٔ جایزه نوبل شیمی سال ۱۹۲۰
زادروز لوئی داگر نقاش، مخترع و فیزیکدان بزرگ فرانسوی,زادروز لوئی داگر نقاش، مخترع و فیزیکدان بزرگ فرانسوی
درگذشت ستارخان ملقب به سردار ملی از سرداران جنبش مشروطه ایران,درگذشت ستارخان ملقب به سردار ملی از سرداران جنبش مشروطه ایران
درگذشت فرانتس شوبرت موسیقیدان اتریشی,درگذشت فرانتس شوبرت موسیقیدان اتریشی
زادروز ایندیرا گاندی ،سیاستمدار هندی,زادروز ایندیرا گاندی ،سیاستمدار هندی
روز جهانی آقایان,روز جهانی آقایان
روز جهانی کودک,روز جهانی کودک
درگذشت لئو تولستوی نویسنده و فعال سیاسی و اجتماعی روس,درگذشت لئو تولستوی نویسنده و فعال سیاسی و اجتماعی روس
زادروز نادین گوردیمر نویسنده و فعال سیاسی اهل آفریقای جنوبی، برندهٔ جایزه نوبل ادبیات سال ۱۹۹۱,زادروز نادین گوردیمر نویسنده و فعال سیاسی اهل آفریقای جنوبی، برندهٔ جایزه نوبل ادبیات سال ۱۹۹۱
نخستین پرواز ثبت‌شده انسان با بالون توسط برادران مون‌گلفیه در پاریس,نخستین پرواز ثبت‌شده انسان با بالون توسط برادران مون‌گلفیه در پاریس
زادروز ولتر، فیلسوف و نویسندهٔ فرانسوی عصر روشنگر,زادروز ولتر، فیلسوف و نویسندهٔ فرانسوی عصر روشنگر
آذر جشن,آذر جشن
درگذشت هانس آدولف کربس پزشک و زیست‌شیمیدان بریتانیایی-آلمانی، برندهٔ جایزه نوبل فیزیولوژی و پزشکی سال ۱۹۵۳,درگذشت هانس آدولف کربس پزشک و زیست‌شیمیدان بریتانیایی-آلمانی، برندهٔ جایزه نوبل فیزیولوژی و پزشکی سال ۱۹۵۳
درگذشت غلامحسین درویش معروف به «درویش‌خان»، هنرمند نامی و استاد موسیقی ایرانی اواخر دورهٔ قاجاریه,درگذشت غلامحسین درویش معروف به «درویش‌خان»، هنرمند نامی و استاد موسیقی ایرانی اواخر دورهٔ قاجاریه
زادروز یوهان دیدریک وان در والس دانشمند و ترمودینامیک‌دان هلندی، برندهٔ جایزهٔ فیزیک نوبل سال ۱۹۱۰,زادروز یوهان دیدریک وان در والس دانشمند و ترمودینامیک‌دان هلندی، برندهٔ جایزهٔ فیزیک نوبل سال ۱۹۱۰
شهادت حضرت فاطمه زهرا سلام الله علیها,شهادت حضرت فاطمه زهرا سلام الله علیها
زادروز کیهان کلهر آهنگساز و نوازندهٔ برجسته ایرانی,زادروز کیهان کلهر آهنگساز و نوازندهٔ برجسته ایرانی
زادروز باروخ اسپینوزا ، فیلسوف مشهور هلندی,زادروز باروخ اسپینوزا ، فیلسوف مشهور هلندی
ارائه نظریه نسبیت عام توسط آلبرت انیشتین,ارائه نظریه نسبیت عام توسط آلبرت انیشتین
روز جهانی مبارزه با خشونت علیه زنان,روز جهانی مبارزه با خشونت علیه زنان
زادروز کارل بنز مهندس آلمانی ،طراح موتور ماشین، اتومبیل بنزین سوز و بنیانگذار مرسدس بنز,زادروز کارل بنز مهندس آلمانی ،طراح موتور ماشین، اتومبیل بنزین سوز و بنیانگذار مرسدس بنز
درگذشت جبار باغچه‌بان بنیان‌گذار نخستین کودکستان و نخستین مدرسه ناشنوایان ایران، اولین مؤلف و ناشر کتاب کودک در ایران,درگذشت جبار باغچه‌بان بنیان‌گذار نخستین کودکستان و نخستین مدرسه ناشنوایان ایران، اولین مؤلف و ناشر کتاب کودک در ایران
روز بسیج مستضعفان,روز بسیج مستضعفان
درگذشت هاینریش هرتز، ریاضیدان و فیزیک‌دان برجستهٔ آلمانی,درگذشت هاینریش هرتز، ریاضیدان و فیزیک‌دان برجستهٔ آلمانی
درگذشت یوجین اونیل نمایشنامه‌نویس آمریکایی، برندهٔ جایزه ادبیات نوبل سال ۱۹۳۶,درگذشت یوجین اونیل نمایشنامه‌نویس آمریکایی، برندهٔ جایزه ادبیات نوبل سال ۱۹۳۶
درگذشت ایدا لاولیس ریاضیدان انگلیسی، نخستین برنامه‌ساز رایانه,درگذشت ایدا لاولیس ریاضیدان انگلیسی، نخستین برنامه‌ساز رایانه
روز نیروی دریایی,روز نیروی دریایی
زادروز ویلیام بلیک شاعر و نقاش بریتانیایی,زادروز ویلیام بلیک شاعر و نقاش بریتانیایی
زادروز کلود لوی-استروس قوم‌شناس و انسان‌شناس فرانسوی، از نظریه‌پردازان انسان‌شناسی مدرن,زادروز کلود لوی-استروس قوم‌شناس و انسان‌شناس فرانسوی، از نظریه‌پردازان انسان‌شناسی مدرن
درگذشت یقیشه چارنتس شاعر، فعال مدنی ارمنستانی,درگذشت یقیشه چارنتس شاعر، فعال مدنی ارمنستانی
زادروز گائتانو دونیزتی آهنگساز ایتالیایی,زادروز گائتانو دونیزتی آهنگساز ایتالیایی
جشن آذرگان ،آذر روز,جشن آذرگان ،آذر روز
زادروز تئودور مومسن تاریخدان، حقوقدان، روزنامه‌نگار، سیاستمدار و باستان‌شناس آلمانی، برندهٔ جایزه نوبل ادبیات سال ۱۹۰۲,زادروز تئودور مومسن تاریخدان، حقوقدان، روزنامه‌نگار، سیاستمدار و باستان‌شناس آلمانی، برندهٔ جایزه نوبل ادبیات سال ۱۹۰۲
زادروز مارک توین نویسندهٔ آمریکایی، خالق ماجراهای هاکلبری فین و ماجراهای تام سایر,زادروز مارک توین نویسندهٔ آمریکایی، خالق ماجراهای هاکلبری فین و ماجراهای تام سایر
روز مجلس,روز مجلس
روز جهانی ایدز,روز جهانی ایدز
مراسم تاج‌گذاری ناپلئون بُناپارت به عنوان امپراتور فرانسه در کلیسای نوتردام پاریس برگزار شد.,مراسم تاج‌گذاری ناپلئون بُناپارت به عنوان امپراتور فرانسه در کلیسای نوتردام پاریس برگزار شد.
کشته شدن میرزا کوچک خان جنگلی مبارز و رهبر جنبش ملی جنگل,کشته شدن میرزا کوچک خان جنگلی مبارز و رهبر جنبش ملی جنگل
درگذشت لوییز اف لیلویر بیوشیمیست آرژانتینی، برندهٔ جایزه نوبل فیزیولوژی و پزشکی سال ۱۹۷۰,درگذشت لوییز اف لیلویر بیوشیمیست آرژانتینی، برندهٔ جایزه نوبل فیزیولوژی و پزشکی سال ۱۹۷۰
روز جهانی معلولان,روز جهانی معلولان
درگذشت کلود شابرول کارگردان فرانسوی، از بنیان‌گذاران موج نوی فرانسه,درگذشت کلود شابرول کارگردان فرانسوی، از بنیان‌گذاران موج نوی فرانسه
زادروز کیم دای جونگ رئیس‌جمهور کره جنوبی از سال ۱۹۹۸ تا ۲۰۰۳، برندهٔ جایزه صلح نوبل سال ۲۰۰۰,زادروز کیم دای جونگ رئیس‌جمهور کره جنوبی از سال ۱۹۹۸ تا ۲۰۰۳، برندهٔ جایزه صلح نوبل سال ۲۰۰۰
